title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source
Nioh 2: Darkness in the Capital,10/15/2020,Team Ninja,Koei Tecmo Games,Action RPG,,8.1,PlayStation 4,79,dataset3
Spikeout: Battle Street,3/29/2005,Dimps Corporation,Sega,3D Beat-'Em-Up,Rated T For Teen,,Xbox,54,dataset3
NHL 16,9/15/2015,EA Canada,EA Sports,Hockey Sim,Rated E +10 For Everyone +10,5.5,PlayStation 4,78,dataset3
NHL 16,9/15/2015,EA Canada,EA Sports,Hockey Sim,Rated E +10 For Everyone +10,5.5,Xbox One,80,dataset3
Need for Speed: Hot Pursuit 2,10/2/2002,EA Black Box,Electronic Arts,Auto Racing,Rated E For Everyone,8.4,GameCube,68,dataset3
Need for Speed: Hot Pursuit 2,10/2/2002,EA Black Box,Electronic Arts,Auto Racing,Rated E For Everyone,8.4,PlayStation 2,89,dataset3
Need for Speed: Hot Pursuit 2,10/2/2002,EA Black Box,Electronic Arts,Auto Racing,Rated E For Everyone,8.4,PC,73,dataset3
Need for Speed: Hot Pursuit 2,10/2/2002,EA Black Box,Electronic Arts,Auto Racing,Rated E For Everyone,8.4,Xbox,75,dataset3
Shrek 2 (2004),4/28/2004,Vicarious Visions,Activision,2D Platformer,Rated E For Everyone,5.2,Game Boy Advance,72,dataset3
Zoo Tycoon: Marine Mania,10/21/2002,Blue Fang Games,Microsoft Game Studios,Tycoon,Rated E For Everyone,6.9,PC,71,dataset3
Pro Cycling Manager 2017,6/15/2017,Cyanide,Focus Home Interactive,Biking,,6.5,PC,71,dataset3
South Park: Tenorman's Revenge,3/30/2012,Other Ocean Interactive,Other Ocean Interactive,Action,Rated M For Mature,7.5,Xbox 360,52,dataset3
Jeremy McGrath Supercross World,2/26/2002,Acclaim Studios Salt Lake City,Acclaim,Arcade Racing,Rated E For Everyone,,PlayStation 2,35,dataset3
Jeremy McGrath Supercross World,2/26/2002,Acclaim Studios Salt Lake City,Acclaim,Arcade Racing,Rated E For Everyone,,GameCube,36,dataset3
Haunted Hollow,5/2/2013,2K Games,2K Games,Board,,,iOS (iPhone/iPad),72,dataset3
Dragon Ball: Revenge of King Piccolo,10/20/2009,Media.Vision,Namco Bandai Games,2D Beat-'Em-Up,Rated E +10 For Everyone +10,7.4,Wii,65,dataset3
Jack Jeanne,6/15/2023,Broccoli,Aksys Games,Visual Novel,Rated T For Teen,7.7,Nintendo Switch,90,dataset3
ONRUSH,6/5/2018,Codemasters,Codemasters,Auto Racing,Rated E +10 For Everyone +10,6.1,PlayStation 4,75,dataset3
ONRUSH,6/5/2018,Codemasters,Codemasters,Auto Racing,Rated E +10 For Everyone +10,6.1,Xbox One,77,dataset3
F1 2013,10/8/2013,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,6.8,PlayStation 3,77,dataset3
F1 2013,10/8/2013,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,6.8,Xbox 360,79,dataset3
F1 2013,10/8/2013,Codemasters,Codemasters,Auto Racing Sim,Rated E For Everyone,6.8,PC,77,dataset3
Valhalla Knights 3,10/15/2013,K2,XSEED Games,Action RPG,Rated M For Mature,6.9,PlayStation Vita,48,dataset3
Spy Hunter 2,11/24/2003,Angel Studios,Midway,Auto Racing,Rated T For Teen,,Xbox,57,dataset3
Spy Hunter 2,11/24/2003,Angel Studios,Midway,Auto Racing,Rated T For Teen,,PlayStation 2,57,dataset3
Pillars of Eternity: The White March - Part 2,2/16/2016,Obsidian Entertainment,Paradox Interactive,Western RPG,Rated M For Mature,7.5,PC,79,dataset3
Line of Sight: Vietnam,3/5/2003,Nfusion,Infogrames,FPS,Rated M For Mature,6.0,PC,68,dataset3
Tekken 4,9/23/2002,Namco,Namco,3D Fighting,Rated T For Teen,8.0,PlayStation 2,79,dataset3
Revolt,11/1/2010,Kristopher Peterson and Jaap Kreijkamp,Kristopher Peterson and Jaap Kreijkamp,Top-Down Shoot-'Em-Up,,,iOS (iPhone/iPad),74,dataset3
Dive: The Medes Islands Secret,7/26/2010,Over the Top Games,Cosmonaut Games,Adventure,Rated E For Everyone,,Wii,74,dataset3
Pitfall: The Mayan Adventure,6/10/2001,Pipe Dream Interactive,Majesco,2D Platformer,Rated E For Everyone,5.8,Game Boy Advance,58,dataset3
Nightmares from the Deep 2: The Siren's Call,8/26/2016,Artifex Mundi,Artifex Mundi,Hidden Object,Rated E +10 For Everyone +10,,Xbox One,69,dataset3
Nightmares from the Deep 2: The Siren's Call,8/26/2016,Artifex Mundi,Artifex Mundi,Hidden Object,Rated E +10 For Everyone +10,,PlayStation 4,tbd,dataset3
Nightmares from the Deep 2: The Siren's Call,8/26/2016,Artifex Mundi,Artifex Mundi,Hidden Object,Rated E +10 For Everyone +10,,Nintendo Switch,tbd,dataset3
Nightmares from the Deep 2: The Siren's Call,8/26/2016,Artifex Mundi,Artifex Mundi,Hidden Object,Rated E +10 For Everyone +10,,iOS (iPhone/iPad),tbd,dataset3
World Tour Soccer 2006,3/22/2005,SCEE London Studio,SCEA,Soccer Sim,Rated E For Everyone,,PlayStation 2,56,dataset3
The Elder Scrolls IV: Oblivion,3/20/2006,Bethesda Game Studios,2K Games,Western RPG,Rated M For Mature,8.8,Xbox 360,94,dataset3
The Elder Scrolls IV: Oblivion,3/20/2006,Bethesda Game Studios,2K Games,Western RPG,Rated M For Mature,8.8,PC,94,dataset3
The Elder Scrolls IV: Oblivion,3/20/2006,Bethesda Game Studios,2K Games,Western RPG,Rated M For Mature,8.8,PlayStation 3,93,dataset3
Road to Guangdong,8/28/2020,Just Add Oil Games,Excalibur Games,Vehicle Sim,Rated E For Everyone,,PC,tbd,dataset3
Road to Guangdong,8/28/2020,Just Add Oil Games,Excalibur Games,Vehicle Sim,Rated E For Everyone,,Xbox One,54,dataset3
Road to Guangdong,8/28/2020,Just Add Oil Games,Excalibur Games,Vehicle Sim,Rated E For Everyone,,PlayStation 4,tbd,dataset3
Road to Guangdong,8/28/2020,Just Add Oil Games,Excalibur Games,Vehicle Sim,Rated E For Everyone,,Nintendo Switch,62,dataset3
Guinness World Records: The Videogame,11/11/2008,TT Fusion,Warner Bros. Interactive Entertainment,Party,Rated E +10 For Everyone +10,,Wii,67,dataset3
Guinness World Records: The Videogame,11/11/2008,TT Fusion,Warner Bros. Interactive Entertainment,Party,Rated E +10 For Everyone +10,,DS,70,dataset3
Romance of the Three Kingdoms VIII,8/13/2003,Koei,Koei,Turn-Based Strategy,Rated E For Everyone,7.2,PlayStation 2,77,dataset3
iBlast Moki,9/9/2009,Godzilab,Godzilab,Action,,6.8,iOS (iPhone/iPad),94,dataset3
Super Princess Peach,2/27/2006,TOSE,Nintendo,2D Platformer,Rated E For Everyone,7.9,DS,75,dataset3
Final Fantasy III (3D Remake),11/14/2006,Matrix Software,Square Enix,JRPG,Rated E +10 For Everyone +10,8.6,DS,77,dataset3
Final Fantasy III (3D Remake),11/14/2006,Matrix Software,Square Enix,JRPG,Rated E +10 For Everyone +10,8.6,iOS (iPhone/iPad),80,dataset3
Final Fantasy III (3D Remake),11/14/2006,Matrix Software,Square Enix,JRPG,Rated E +10 For Everyone +10,8.6,PC,68,dataset3
The Yakuza Remastered Collection,8/20/2019,Ryu ga Gotoku Studios,Sega,Compilation,Rated M For Mature,7.9,PlayStation 4,83,dataset3
The Yakuza Remastered Collection,8/20/2019,Ryu ga Gotoku Studios,Sega,Compilation,Rated M For Mature,7.9,Xbox One,81,dataset3
The Yakuza Remastered Collection,8/20/2019,Ryu ga Gotoku Studios,Sega,Compilation,Rated M For Mature,7.9,PC,87,dataset3
Nintendo Switch Sports,4/29/2022,Nintendo,Nintendo,Athletics,Rated E +10 For Everyone +10,5.9,Nintendo Switch,72,dataset3
TotemBall,10/4/2006,Strange Flavour,Freeverse Software,Rhythm,Rated E For Everyone,3.3,Xbox 360,44,dataset3
Golazo!,9/12/2019,Purple Tree,Klabater,Soccer,Rated E For Everyone,4.5,Nintendo Switch,67,dataset3
Golazo!,9/12/2019,Purple Tree,Klabater,Soccer,Rated E For Everyone,4.5,Xbox One,tbd,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,PlayStation 4,90,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,PlayStation 5,88,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,Xbox One,tbd,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,Xbox Series X,88,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,Nintendo Switch,tbd,dataset3
Mortal Kombat 11 Ultimate,11/17/2020,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.2,PC,91,dataset3
RIVE,9/13/2016,Two Tribes,Two Tribes,2D Platformer,Rated E +10 For Everyone +10,7.0,PC,73,dataset3
RIVE,9/13/2016,Two Tribes,Two Tribes,2D Platformer,Rated E +10 For Everyone +10,7.0,PlayStation 4,75,dataset3
RIVE,9/13/2016,Two Tribes,Two Tribes,2D Platformer,Rated E +10 For Everyone +10,7.0,Nintendo Switch,82,dataset3
Nintendo Land,11/18/2012,Nintendo,Nintendo,Party,Rated E +10 For Everyone +10,7.9,Wii U,77,dataset3
Neverending Nightmares,9/26/2014,Infinitap Games,Infinitap Games,Survival,,7.0,PC,68,dataset3
Neverending Nightmares,9/26/2014,Infinitap Games,Infinitap Games,Survival,,7.0,PlayStation 4,74,dataset3
Neverending Nightmares,9/26/2014,Infinitap Games,Infinitap Games,Survival,,7.0,PlayStation Vita,tbd,dataset3
Neverending Nightmares,9/26/2014,Infinitap Games,Infinitap Games,Survival,,7.0,iOS (iPhone/iPad),tbd,dataset3
Neverending Nightmares,9/26/2014,Infinitap Games,Infinitap Games,Survival,,7.0,Nintendo Switch,tbd,dataset3
Spheroids,2/10/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,,Wii U,tbd,dataset3
Spheroids,2/10/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,,PlayStation 4,45,dataset3
Spheroids,2/10/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,,PlayStation Vita,tbd,dataset3
Spheroids,2/10/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,,Xbox One,64,dataset3
Spheroids,2/10/2017,Eclipse Games,Eclipse Games,2D Platformer,Rated E For Everyone,,Nintendo Switch,tbd,dataset3
Halo: Spartan Strike,4/16/2015,343 Industries,Microsoft Game Studios,Top-Down Shoot-'Em-Up,Rated T For Teen,6.4,PC,66,dataset3
Halo: Spartan Strike,4/16/2015,343 Industries,Microsoft Game Studios,Top-Down Shoot-'Em-Up,Rated T For Teen,6.4,iOS (iPhone/iPad),86,dataset3
The Witch and the Hundred Knight 2,3/27/2018,Nippon Ichi Software,NIS America,Action RPG,Rated T For Teen,6.3,PlayStation 4,61,dataset3
Gorasul: Legacy of the Dragon,11/26/2001,Silver Style,JoWooD Entertainment AG,RPG,Rated T For Teen,5.8,PC,53,dataset3
Hot Potato! (2001),7/1/2001,Pukka Games,Bam Entertainment,Action Puzzle,Rated E For Everyone,7.8,Game Boy Advance,74,dataset3
TouchMaster 2,10/21/2008,Midway Studios - San Diego,Midway,Puzzle,Rated E For Everyone,,DS,76,dataset3
Zoids Assault,9/9/2008,Takara Tomy,Atlus,Turn-Based Strategy,Rated T For Teen,8.9,Xbox 360,46,dataset3
C.O.R.E.,8/11/2009,NoWay Studio,Graffiti Entertainment,FPS,Rated M For Mature,,DS,44,dataset3
Strike Fighters: Project 1,10/27/2002,Third Wire,Strategy First,Aircraft Combat Sim,Rated T For Teen,7.4,PC,65,dataset3
OTXO,4/20/2023,Lateralis,Super Rare Originals,Linear Action Adventure,,7.4,PC,81,dataset3
My Hero One's Justice 2,3/13/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,4.9,Nintendo Switch,65,dataset3
My Hero One's Justice 2,3/13/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,4.9,PlayStation 4,68,dataset3
My Hero One's Justice 2,3/13/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,4.9,Xbox One,65,dataset3
My Hero One's Justice 2,3/13/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,4.9,PC,68,dataset3
Battlefield V,11/20/2018,EA DICE,Electronic Arts,Tactical FPS,Rated M For Mature,3.2,Xbox One,78,dataset3
Battlefield V,11/20/2018,EA DICE,Electronic Arts,Tactical FPS,Rated M For Mature,3.2,PlayStation 4,73,dataset3
Battlefield V,11/20/2018,EA DICE,Electronic Arts,Tactical FPS,Rated M For Mature,3.2,PC,81,dataset3
Project CARS 2,9/22/2017,Slightly Mad Studios,Bandai Namco Games,Auto Racing Sim,Rated E For Everyone,6.0,PC,84,dataset3
Project CARS 2,9/22/2017,Slightly Mad Studios,Bandai Namco Games,Auto Racing Sim,Rated E For Everyone,6.0,PlayStation 4,82,dataset3
Project CARS 2,9/22/2017,Slightly Mad Studios,Bandai Namco Games,Auto Racing Sim,Rated E For Everyone,6.0,Xbox One,84,dataset3
Kingdom Hearts: Birth by Sleep,9/7/2010,Square Enix,Square Enix,Action RPG,Rated E +10 For Everyone +10,8.4,PSP,82,dataset3
Digimon All-Star Rumble,11/11/2014,Prope,Bandai Namco Games,3D Fighting,Rated E +10 For Everyone +10,5.4,PlayStation 3,49,dataset3
Digimon All-Star Rumble,11/11/2014,Prope,Bandai Namco Games,3D Fighting,Rated E +10 For Everyone +10,5.4,Xbox 360,tbd,dataset3
Cyanide & Happiness - Freakpocalypse,3/11/2021,Explosm,Serenity Forge,Action Adventure,,6.4,Nintendo Switch,65,dataset3
Cyanide & Happiness - Freakpocalypse,3/11/2021,Explosm,Serenity Forge,Action Adventure,,6.4,PC,60,dataset3
Cyanide & Happiness - Freakpocalypse,3/11/2021,Explosm,Serenity Forge,Action Adventure,,6.4,Xbox One,tbd,dataset3
Ape Escape Academy,1/17/2006,Shift,SCEA,Party,Rated E +10 For Everyone +10,5.7,PSP,51,dataset3
Operation Flashpoint: Dragon Rising,10/6/2009,Codemasters,Codemasters,Tactical FPS,Rated M For Mature,6.2,PlayStation 3,76,dataset3
Operation Flashpoint: Dragon Rising,10/6/2009,Codemasters,Codemasters,Tactical FPS,Rated M For Mature,6.2,PC,76,dataset3
Operation Flashpoint: Dragon Rising,10/6/2009,Codemasters,Codemasters,Tactical FPS,Rated M For Mature,6.2,Xbox 360,77,dataset3
Arkham Horror: Mother's Embrace,3/23/2021,LuckyHammers,Asmodee,Turn-Based Tactics,,4.7,PC,48,dataset3
Arkham Horror: Mother's Embrace,3/23/2021,LuckyHammers,Asmodee,Turn-Based Tactics,,4.7,PlayStation 4,58,dataset3
Arkham Horror: Mother's Embrace,3/23/2021,LuckyHammers,Asmodee,Turn-Based Tactics,,4.7,Xbox One,tbd,dataset3
Pro Cycling Manager Season 2008: Le Tour de France,6/27/2008,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,4.6,PC,48,dataset3
Blobster,7/14/2011,Chillingo,Chillingo,Adventure,,,iOS (iPhone/iPad),75,dataset3
MirrorMoon EP,9/4/2013,Santa Ragione,Santa Ragione,First-Person Adventure,,5.8,PC,73,dataset3
Home Sweet Home (2018),10/16/2018,Mastiff,Mastiff,First-Person Adventure,Rated M For Mature,6.6,PC,tbd,dataset3
Home Sweet Home (2018),10/16/2018,Mastiff,Mastiff,First-Person Adventure,Rated M For Mature,6.6,PlayStation 4,66,dataset3
Home Sweet Home (2018),10/16/2018,Mastiff,Mastiff,First-Person Adventure,Rated M For Mature,6.6,Xbox One,65,dataset3
F1 Manager 2023,7/31/2023,Frontier Developments,Frontier Developments,Auto Racing Sim,Rated E For Everyone,6.1,PC,79,dataset3
F1 Manager 2023,7/31/2023,Frontier Developments,Frontier Developments,Auto Racing Sim,Rated E For Everyone,6.1,PlayStation 5,76,dataset3
F1 Manager 2023,7/31/2023,Frontier Developments,Frontier Developments,Auto Racing Sim,Rated E For Everyone,6.1,Xbox Series X,78,dataset3
Pascal's Wager,1/16/2020,Giant Network,Giant Network,Action RPG,,8.5,iOS (iPhone/iPad),78,dataset3
Brink,5/10/2011,Splash Damage,Bethesda Softworks,FPS,Rated T For Teen,5.8,Xbox 360,68,dataset3
Brink,5/10/2011,Splash Damage,Bethesda Softworks,FPS,Rated T For Teen,5.8,PlayStation 3,72,dataset3
Brink,5/10/2011,Splash Damage,Bethesda Softworks,FPS,Rated T For Teen,5.8,PC,70,dataset3
Tamagotchi Connection: Corner Shop 2,11/14/2006,NanaOn-Sha,Namco Bandai Games,Strategy,Rated E For Everyone,,DS,66,dataset3
IL-2 Sturmovik: Cliffs of Dover,4/26/2011,1C: Maddox Games,Ubisoft,Aircraft Combat Sim,Rated T For Teen,7.0,PC,60,dataset3
Rise of Nations: Rise of Legends,5/9/2006,Big Huge Games,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,8.3,PC,84,dataset3
Ori and the Will of the Wisps,3/11/2020,Moon Studios,Microsoft Game Studios,Metroidvania,Rated E For Everyone,8.9,Xbox One,90,dataset3
Ori and the Will of the Wisps,3/11/2020,Moon Studios,Microsoft Game Studios,Metroidvania,Rated E For Everyone,8.9,PC,88,dataset3
Ori and the Will of the Wisps,3/11/2020,Moon Studios,Microsoft Game Studios,Metroidvania,Rated E For Everyone,8.9,Xbox Series X,92,dataset3
Ori and the Will of the Wisps,3/11/2020,Moon Studios,Microsoft Game Studios,Metroidvania,Rated E For Everyone,8.9,Nintendo Switch,93,dataset3
Marvel's Spider-Man: Turf Wars,11/20/2018,Insomniac Games,Sony Interactive Entertainment,Open-World Action,Rated T For Teen,6.6,PlayStation 4,70,dataset3
Prince of Persia Trilogy,4/19/2011,Ubisoft,Ubisoft,Compilation,Rated M For Mature,7.9,PlayStation 3,81,dataset3
Until Dawn: Rush of Blood,10/10/2016,Supermassive Games,Sony Interactive Entertainment,Rail Shooter,Rated M For Mature,7.9,PlayStation 4,72,dataset3
Empires: Dawn of the Modern World,10/21/2003,Stainless Steel Studios,Activision,Real-Time Strategy,Rated T For Teen,8.3,PC,81,dataset3
Forgive me Father,10/26/2021,Byte Barrel,1C Entertainment,FPS,,7.0,PC,71,dataset3
Forgive me Father,10/26/2021,Byte Barrel,1C Entertainment,FPS,,7.0,Nintendo Switch,tbd,dataset3
Forgive me Father,10/26/2021,Byte Barrel,1C Entertainment,FPS,,7.0,PlayStation 4,74,dataset3
Forgive me Father,10/26/2021,Byte Barrel,1C Entertainment,FPS,,7.0,Xbox One,tbd,dataset3
Forgive me Father,10/26/2021,Byte Barrel,1C Entertainment,FPS,,7.0,Xbox Series X,tbd,dataset3
Company of Heroes 2: Ardennes Assault,11/17/2014,Relic Entertainment,Sega,Real-Time Strategy,Rated M For Mature,6.3,PC,81,dataset3
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,PC,73,dataset3
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,PlayStation 5,74,dataset3
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,Nintendo Switch,tbd,dataset3
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,Xbox Series X,tbd,dataset3
KeyWe,8/31/2021,Stonewheat & Sons,Sold Out,Action Puzzle,,8.7,Xbox One,tbd,dataset3
WTF: Work Time Fun,10/17/2006,SCEJ,D3Publisher,Party,Rated T For Teen,,PSP,63,dataset3
Godzilla: Destroy All Monsters Melee,10/8/2002,"Pipeworks Software, Inc.",Atari SA,3D Fighting,Rated T For Teen,7.0,GameCube,73,dataset3
Godzilla: Destroy All Monsters Melee,10/8/2002,"Pipeworks Software, Inc.",Atari SA,3D Fighting,Rated T For Teen,7.0,Xbox,71,dataset3
The Legend of Spyro: Dawn of the Dragon (2008),10/21/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,PlayStation 3,59,dataset3
The Legend of Spyro: Dawn of the Dragon (2008),10/21/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,Xbox 360,62,dataset3
The Legend of Spyro: Dawn of the Dragon (2008),10/21/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,Wii,64,dataset3
The Legend of Spyro: Dawn of the Dragon (2008),10/21/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,PlayStation 2,tbd,dataset3
The Legend of Spyro: Dawn of the Dragon (2008),10/21/2008,Etranges Libellules,Activision,3D Platformer,Rated E +10 For Everyone +10,6.6,DS,57,dataset3
Star Wars Galaxies: Jump to Lightspeed,10/26/2004,Sony Online Entertainment,LucasArts,MMORPG,Rated T For Teen,5.4,PC,77,dataset3
ModNation Racers,5/25/2010,United Front Games,SCEA,Arcade Racing,Rated E For Everyone,7.8,PlayStation 3,82,dataset3
ModNation Racers,5/25/2010,United Front Games,SCEA,Arcade Racing,Rated E For Everyone,7.8,PSP,73,dataset3
Kingdom Under Fire: A War of Heroes,1/18/2001,Bloom Technology,Gathering,Real-Time Strategy,Rated T For Teen,5.9,PC,59,dataset3
Frostpunk: The Last Autumn,1/21/2020,11 bit studios,11 bit studios,Management,,8.5,PC,79,dataset3
World of Warcraft: Warlords of Draenor,11/13/2014,Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,3.8,PC,87,dataset3
Subject 13,5/28/2015,Paul Cuisset,Microids,Point-and-Click,,6.3,PC,59,dataset3
Subject 13,5/28/2015,Paul Cuisset,Microids,Point-and-Click,,6.3,PlayStation 4,58,dataset3
Subject 13,5/28/2015,Paul Cuisset,Microids,Point-and-Click,,6.3,Xbox One,59,dataset3
Strike Vector,1/28/2014,Ragequit Corporation,Ragequit Corporation,FPS,,7.7,PC,73,dataset3
The Invisible Hand,5/7/2021,Power Struggle Games,Fellow Traveller,Virtual Career,,8.0,PC,69,dataset3
Links 2004,11/11/2003,Indie Built,Microsoft Game Studios,Golf Sim,Rated E For Everyone,8.2,Xbox,80,dataset3
ATONE: Heart of the Elder Tree,1/27/2023,Wildboy Studios,Untold Tales,Action Adventure,Rated T For Teen,,PC,71,dataset3
ATONE: Heart of the Elder Tree,1/27/2023,Wildboy Studios,Untold Tales,Action Adventure,Rated T For Teen,,iOS (iPhone/iPad),tbd,dataset3
ATONE: Heart of the Elder Tree,1/27/2023,Wildboy Studios,Untold Tales,Action Adventure,Rated T For Teen,,Nintendo Switch,76,dataset3
ATONE: Heart of the Elder Tree,1/27/2023,Wildboy Studios,Untold Tales,Action Adventure,Rated T For Teen,,PlayStation 4,tbd,dataset3
Star Wars: Tiny Death Star,10/15/2013,NimbleBit,LucasArts,Tycoon,,6.4,iOS (iPhone/iPad),70,dataset3
Pure,9/23/2008,Black Rock Studio,Disney Interactive Studios,Auto Racing,Rated E For Everyone,7.7,PC,80,dataset3
Pure,9/23/2008,Black Rock Studio,Disney Interactive Studios,Auto Racing,Rated E For Everyone,7.7,Xbox 360,85,dataset3
Pure,9/23/2008,Black Rock Studio,Disney Interactive Studios,Auto Racing,Rated E For Everyone,7.7,PlayStation 3,83,dataset3
Roogoo,6/4/2008,SpiderMonk,SouthPeak Games,Puzzle,Rated E For Everyone,,PC,72,dataset3
Roogoo,6/4/2008,SpiderMonk,SouthPeak Games,Puzzle,Rated E For Everyone,,Xbox 360,78,dataset3
Medieval Moves: Deadmund's Quest,11/15/2011,Zindagi Games,SCEA,Action Adventure,Rated E +10 For Everyone +10,7.0,PlayStation 3,61,dataset3
Monsters Ate My Birthday Cake,6/26/2014,SleepNinja Games,Cartoon Network,Action,,6.5,iOS (iPhone/iPad),89,dataset3
Monsters Ate My Birthday Cake,6/26/2014,SleepNinja Games,Cartoon Network,Action,,6.5,PC,tbd,dataset3
Primal Carnage,10/29/2012,Lukewarm Media,Reverb,FPS,,7.6,PC,67,dataset3
Tiger Woods PGA Tour 2003,10/29/2002,EA Sports,EA Sports,Golf Sim,Rated E For Everyone,,PlayStation 2,88,dataset3
Tiger Woods PGA Tour 2003,10/29/2002,EA Sports,EA Sports,Golf Sim,Rated E For Everyone,,GameCube,90,dataset3
Tiger Woods PGA Tour 2003,10/29/2002,EA Sports,EA Sports,Golf Sim,Rated E For Everyone,,PC,92,dataset3
Tiger Woods PGA Tour 2003,10/29/2002,EA Sports,EA Sports,Golf Sim,Rated E For Everyone,,Xbox,88,dataset3
Reventure,10/8/2019,Pixelatto,Pixelatto,Open-World Action,Rated T For Teen,8.0,PC,84,dataset3
Reventure,10/8/2019,Pixelatto,Pixelatto,Open-World Action,Rated T For Teen,8.0,Nintendo Switch,83,dataset3
Reventure,10/8/2019,Pixelatto,Pixelatto,Open-World Action,Rated T For Teen,8.0,iOS (iPhone/iPad),tbd,dataset3
Infinite Crisis,3/26/2015,Turbine Inc.,Warner Bros. Interactive Entertainment,MOBA,Rated T For Teen,6.6,PC,68,dataset3
Draugen,5/29/2019,Red Thread Games,Red Thread Games,First-Person Adventure,,6.7,PC,73,dataset3
Draugen,5/29/2019,Red Thread Games,Red Thread Games,First-Person Adventure,,6.7,PlayStation 4,75,dataset3
Draugen,5/29/2019,Red Thread Games,Red Thread Games,First-Person Adventure,,6.7,Xbox One,72,dataset3
Mega Man Powered Up,3/14/2006,Capcom,Capcom,2D Platformer,Rated E For Everyone,8.6,PSP,82,dataset3
Wii Fit U,11/1/2013,Nintendo,Nintendo,Exercise,Rated E For Everyone,7.8,Wii U,72,dataset3
Contra: Evolution,5/31/2013,,,2D Platformer,,7.4,iOS (iPhone/iPad),64,dataset3
Ace Combat 7: Skies Unknown,1/18/2019,Project Aces,Bandai Namco Games,Aircraft Combat Sim,Rated T For Teen,7.9,PlayStation 4,80,dataset3
Ace Combat 7: Skies Unknown,1/18/2019,Project Aces,Bandai Namco Games,Aircraft Combat Sim,Rated T For Teen,7.9,Xbox One,79,dataset3
Ace Combat 7: Skies Unknown,1/18/2019,Project Aces,Bandai Namco Games,Aircraft Combat Sim,Rated T For Teen,7.9,PC,78,dataset3
Mobile Suit Gundam: Extreme VS. MaxiBoost ON,7/30/2020,Bandai Namco Games,Bandai Namco Games,3D Fighting,Rated T For Teen,7.2,PlayStation 4,78,dataset3
Hyperdimension Neptunia Victory,3/21/2013,Compile Heart,NIS America,JRPG,Rated T For Teen,7.6,PlayStation 3,55,dataset3
ARK Park,3/22/2018,Snail Games,Studio Wildcard,First-Person Adventure,Rated T For Teen,4.6,PC,tbd,dataset3
ARK Park,3/22/2018,Snail Games,Studio Wildcard,First-Person Adventure,Rated T For Teen,4.6,PlayStation 4,46,dataset3
Yoshi Topsy-Turvy,6/13/2005,Artoon,Nintendo,2D Platformer,Rated E For Everyone,7.7,Game Boy Advance,60,dataset3
Attack on Titan,8/30/2016,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,,PlayStation 4,74,dataset3
Attack on Titan,8/30/2016,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,,PlayStation Vita,tbd,dataset3
Attack on Titan,8/30/2016,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,,PC,tbd,dataset3
Attack on Titan,8/30/2016,Omega Force,Koei Tecmo Games,Action Adventure,Rated M For Mature,,Xbox One,77,dataset3
