title,release_date,developer,publisher,genre,product_rating,user_score,platform,metascore,source,summary
DUSK,2018-12-10,New Blood Interactive,New Blood Interactive,FPS,,8.4,PlayStation 4,tbd,dataset3,
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft Paris,Ubisoft,Tactical Third Person Shooter,Rated M For Mature,7.3,PC,71,dataset3,
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft Paris,Ubisoft,Tactical Third Person Shooter,Rated M For Mature,7.3,Xbox 360,79,dataset3,
Tom Clancy's Ghost Recon: Future Soldier,2012-05-22,Ubisoft Paris,Ubisoft,Tactical Third Person Shooter,Rated M For Mature,7.3,PlayStation 3,79,dataset3,
Free Realms,2009-04-29,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated E +10 For Everyone +10,6.3,PC,79,dataset3,
Praetorians,2003-03-10,Pyro Studios,Eidos Interactive,Real-Time Strategy,Rated T For Teen,8.0,PC,78,dataset3,
MoonBase Commander,2002-08-13,Humongous Entertainment,Infogrames,Turn-Based Strategy,Rated E For Everyone,6.2,PC,77,dataset3,
Dishonored: The Brigmore Witches,2013-08-13,Arkane Studios,Bethesda Softworks,Action Adventure,Rated M For Mature,8.6,Xbox 360,81,dataset3,
Dishonored: The Brigmore Witches,2013-08-13,Arkane Studios,Bethesda Softworks,Action Adventure,Rated M For Mature,8.6,PlayStation 3,tbd,dataset3,
Dishonored: The Brigmore Witches,2013-08-13,Arkane Studios,Bethesda Softworks,Action Adventure,Rated M For Mature,8.6,PC,80,dataset3,
The Legend of Heroes: Trails in the Sky SC,2015-10-29,Falcom,XSEED Games,JRPG,Rated RP For Rate Pending,8.7,PSP,76,dataset3,
The Legend of Heroes: Trails in the Sky SC,2015-10-29,Falcom,XSEED Games,JRPG,Rated RP For Rate Pending,8.7,PC,80,dataset3,
Dynasty Warriors 5 Empires,2006-03-28,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8.1,PlayStation 2,62,dataset3,
Dynasty Warriors 5 Empires,2006-03-28,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8.1,Xbox 360,61,dataset3,
The Walking Dead: Survival Instinct,2013-03-19,Terminal Reality,Activision,Survival,Rated M For Mature,4.0,Xbox 360,32,dataset3,
The Walking Dead: Survival Instinct,2013-03-19,Terminal Reality,Activision,Survival,Rated M For Mature,4.0,Wii U,tbd,dataset3,
The Walking Dead: Survival Instinct,2013-03-19,Terminal Reality,Activision,Survival,Rated M For Mature,4.0,PlayStation 3,34,dataset3,
The Walking Dead: Survival Instinct,2013-03-19,Terminal Reality,Activision,Survival,Rated M For Mature,4.0,PC,38,dataset3,
DOOM VFR,2017-12-01,id Software,Bethesda Softworks,Light Gun,Rated M For Mature,7.4,PC,69,dataset3,
DOOM VFR,2017-12-01,id Software,Bethesda Softworks,Light Gun,Rated M For Mature,7.4,PlayStation 4,71,dataset3,
Metal Gear Solid 5: The Phantom Pain,2015-09-01,Kojima Productions,Konami,Open-World Action,Rated M For Mature,8.2,Xbox One,95,dataset3,
Metal Gear Solid 5: The Phantom Pain,2015-09-01,Kojima Productions,Konami,Open-World Action,Rated M For Mature,8.2,PlayStation 4,93,dataset3,
Metal Gear Solid 5: The Phantom Pain,2015-09-01,Kojima Productions,Konami,Open-World Action,Rated M For Mature,8.2,PC,91,dataset3,
The Legend of Zelda: Tears of the Kingdom,2023-05-12,Nintendo,Nintendo,Open-World Action,,8.4,Nintendo Switch,96,dataset3,
Pokemon Sun,2016-11-18,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.6,Nintendo 3DS,87,dataset3,
Outland Games,2013-03-07,"Uber Entertainment, Inc.","Uber Entertainment, Inc.",Adventure,,1.6,iOS,74,dataset3,
Sonic Pinball Party,2003-06-01,Sonic Team,Sega,Pinball,Rated E For Everyone,6.4,Game Boy Advance,77,dataset3,
Outwitters,2012-07-05,One Man Left Studios,One Man Left Studios,Board,,5.8,iOS,87,dataset3,
No Gravity: The Plague Of Mind,2009-02-26,Realtech VR,Anozor SARL,Space Combat Sim,Rated E +10 For Everyone +10,,iOS,tbd,dataset3,
No Gravity: The Plague Of Mind,2009-02-26,Realtech VR,Anozor SARL,Space Combat Sim,Rated E +10 For Everyone +10,,PSP,65,dataset3,
The Wolf Among Us: Episode 1 - Faith,2013-10-11,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.9,Xbox 360,82,dataset3,
The Wolf Among Us: Episode 1 - Faith,2013-10-11,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.9,PlayStation 3,85,dataset3,
The Wolf Among Us: Episode 1 - Faith,2013-10-11,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.9,PC,85,dataset3,
The Wolf Among Us: Episode 1 - Faith,2013-10-11,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8.9,iOS,83,dataset3,
Dungeon of the Endless,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,,7.9,PC,79,dataset3,
Dungeon of the Endless,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,,7.9,iOS,83,dataset3,
Dungeon of the Endless,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,,7.9,Xbox One,78,dataset3,
Dungeon of the Endless,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,,7.9,PlayStation 4,84,dataset3,
Dungeon of the Endless,2014-10-27,Amplitude Studios,Sega,Real-Time Strategy,,7.9,Nintendo Switch,75,dataset3,
Cold Fear,2005-03-15,Darkworks,Ubisoft,Survival,Rated M For Mature,9.4,PC,66,dataset3,
Cold Fear,2005-03-15,Darkworks,Ubisoft,Survival,Rated M For Mature,9.4,Xbox,71,dataset3,
Cold Fear,2005-03-15,Darkworks,Ubisoft,Survival,Rated M For Mature,9.4,PlayStation 2,68,dataset3,
Bud Spencer & Terence Hill - Slaps and Beans 2,2023-09-22,Trinity Team,ININ Games,2D Beat-'Em-Up,Rated T For Teen,7.8,Xbox Series X / S,69,dataset3,
Bud Spencer & Terence Hill - Slaps and Beans 2,2023-09-22,Trinity Team,ININ Games,2D Beat-'Em-Up,Rated T For Teen,7.8,PlayStation 5,77,dataset3,
Bud Spencer & Terence Hill - Slaps and Beans 2,2023-09-22,Trinity Team,ININ Games,2D Beat-'Em-Up,Rated T For Teen,7.8,Nintendo Switch,tbd,dataset3,
Mega Man X6,2001-12-04,Capcom,Capcom,2D Platformer,Rated E For Everyone,6.9,PlayStation,65,dataset3,
Sid Meier's Civilization 5: Brave New World,2013-07-08,Firaxis Games,2K Games,4X Strategy,Rated E +10 For Everyone +10,8.5,PC,85,dataset3,
Dragon Ball Z: Ultimate Battle 22,2003-03-25,TOSE,Infogrames,2D Fighting,Rated T For Teen,5.0,PlayStation,25,dataset3,
Black Stone: Magic & Steel,2003-03-19,Xpec,Xicat Interactive,JRPG,Rated T For Teen,,Xbox,44,dataset3,
The Suffering,2004-03-09,Surreal Software,Midway,Survival,Rated M For Mature,8.2,Xbox,77,dataset3,
The Suffering,2004-03-09,Surreal Software,Midway,Survival,Rated M For Mature,8.2,PlayStation 2,77,dataset3,
The Suffering,2004-03-09,Surreal Software,Midway,Survival,Rated M For Mature,8.2,PC,80,dataset3,
HOMERUN BATTLE 2,2011-11-17,Com2uS,Com2uS,Baseball,,,iOS,63,dataset3,
WWF WrestleFest,2012-02-21,THQ,THQ,Wrestling,,,iOS,57,dataset3,
Second Sight,2004-09-21,Free Radical Design,Codemasters,Action Adventure,Rated T For Teen,8.0,PlayStation 2,76,dataset3,
Second Sight,2004-09-21,Free Radical Design,Codemasters,Action Adventure,Rated T For Teen,8.0,GameCube,77,dataset3,
Second Sight,2004-09-21,Free Radical Design,Codemasters,Action Adventure,Rated T For Teen,8.0,PC,73,dataset3,
Second Sight,2004-09-21,Free Radical Design,Codemasters,Action Adventure,Rated T For Teen,8.0,Xbox,75,dataset3,
AGON: The Mysterious Codex,,Private Moon Studios,Private Moon Studios,Third-Person Adventure,Rated E +10 For Everyone +10,,PC,73,dataset3,
Zombie Crisis 3D,2010-11-04,KONGZHONG CORPORATION,KONGZHONG CORPORATION,Action,,,iOS,63,dataset3,
Rave Master,2005-03-08,Konami,Konami,3D Fighting,Rated T For Teen,,GameCube,60,dataset3,
Nanostray,2005-07-19,Shin'en,Majesco,Vertical Shoot-'Em-Up,Rated E For Everyone,5.6,Nintendo DS,71,dataset3,
Monster Rancher 3,2001-09-24,Tecmo,Tecmo,Strategy,Rated E For Everyone,6.6,PlayStation 2,77,dataset3,
Blair Witch Volume 3: The Elly Kedward Tale,2000-11-25,Ritual Entertainment,Gathering,Survival,Rated M For Mature,3.1,PC,55,dataset3,
Dariusburst: Chronicle Saviours,2015-12-02,Pyramid,Degica,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.2,PC,80,dataset3,
Dariusburst: Chronicle Saviours,2015-12-02,Pyramid,Degica,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.2,PlayStation 4,80,dataset3,
Dariusburst: Chronicle Saviours,2015-12-02,Pyramid,Degica,Horizontal Shoot-'Em-Up,Rated E For Everyone,7.2,PlayStation Vita,tbd,dataset3,
Deep Dungeons of Doom,2013-06-03,Bossa Studios,Bossa Studios,RPG,,6.7,iOS,77,dataset3,
Deep Dungeons of Doom,2013-06-03,Bossa Studios,Bossa Studios,RPG,,6.7,PC,tbd,dataset3,
Destiny: House of Wolves,2015-05-19,Bungie,Activision,FPS,Rated T For Teen,4.2,PlayStation 4,72,dataset3,
Destiny: House of Wolves,2015-05-19,Bungie,Activision,FPS,Rated T For Teen,4.2,Xbox One,71,dataset3,
Destiny: House of Wolves,2015-05-19,Bungie,Activision,FPS,Rated T For Teen,4.2,Xbox 360,tbd,dataset3,
Resident Evil 3,2020-04-03,M-Two,Capcom,Survival,Rated M For Mature,6.6,PlayStation 4,79,dataset3,
Resident Evil 3,2020-04-03,M-Two,Capcom,Survival,Rated M For Mature,6.6,Xbox One,84,dataset3,
Resident Evil 3,2020-04-03,M-Two,Capcom,Survival,Rated M For Mature,6.6,PC,77,dataset3,
Resident Evil 3,2020-04-03,M-Two,Capcom,Survival,Rated M For Mature,6.6,PlayStation 5,tbd,dataset3,
Resident Evil 3,2020-04-03,M-Two,Capcom,Survival,Rated M For Mature,6.6,Nintendo Switch,tbd,dataset3,
Aliens: Dark Descent,2023-06-20,Tindalos Interactive,Focus Entertainment,Real-Time Tactics,,8.1,PlayStation 5,74,dataset3,
Aliens: Dark Descent,2023-06-20,Tindalos Interactive,Focus Entertainment,Real-Time Tactics,,8.1,PC,75,dataset3,
Aliens: Dark Descent,2023-06-20,Tindalos Interactive,Focus Entertainment,Real-Time Tactics,,8.1,Xbox Series X / S,80,dataset3,
Super Puzzle Fighter 2 Turbo HD Remix,2007-08-29,Backbone Entertainment,Capcom,Matching Puzzle,Rated E For Everyone,6.4,PlayStation 3,82,dataset3,
Super Puzzle Fighter 2 Turbo HD Remix,2007-08-29,Backbone Entertainment,Capcom,Matching Puzzle,Rated E For Everyone,6.4,Xbox 360,83,dataset3,
NFL 2011,2010-08-02,Gameloft,Gameloft,Football Sim,,,iOS,62,dataset3,
Call of Duty: Modern Warfare 2,2022-10-28,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,5.1,PC,79,dataset3,
Call of Duty: Modern Warfare 2,2022-10-28,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,5.1,Xbox Series X / S,77,dataset3,
Call of Duty: Modern Warfare 2,2022-10-28,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,5.1,PlayStation 5,75,dataset3,
Call of Duty: Modern Warfare 2,2022-10-28,Infinity Ward,Activision,Tactical FPS,Rated M For Mature,5.1,PlayStation 4,tbd,dataset3,
Tricky Towers,2016-08-02,WeirdBeard,WeirdBeard,Stacking Puzzle,Rated E For Everyone,6.9,PlayStation 4,72,dataset3,
Tricky Towers,2016-08-02,WeirdBeard,WeirdBeard,Stacking Puzzle,Rated E For Everyone,6.9,PC,80,dataset3,
Tricky Towers,2016-08-02,WeirdBeard,WeirdBeard,Stacking Puzzle,Rated E For Everyone,6.9,Xbox One,70,dataset3,
Tricky Towers,2016-08-02,WeirdBeard,WeirdBeard,Stacking Puzzle,Rated E For Everyone,6.9,Nintendo Switch,74,dataset3,
The Typing of the Dead,2001-01-23,Smilebit,Sega,Light Gun,Rated M For Mature,6.9,Dreamcast,83,dataset3,
The Typing of the Dead,2001-01-23,Smilebit,Sega,Light Gun,Rated M For Mature,6.9,PC,75,dataset3,
F1 Manager 2022,2022-08-25,Frontier Developments,Frontier Developments,Racing Sim,Rated E For Everyone,6.4,Xbox Series X / S,80,dataset3,
F1 Manager 2022,2022-08-25,Frontier Developments,Frontier Developments,Racing Sim,Rated E For Everyone,6.4,PlayStation 5,74,dataset3,
F1 Manager 2022,2022-08-25,Frontier Developments,Frontier Developments,Racing Sim,Rated E For Everyone,6.4,PC,79,dataset3,
F1 Manager 2022,2022-08-25,Frontier Developments,Frontier Developments,Racing Sim,Rated E For Everyone,6.4,PlayStation 4,tbd,dataset3,
Midtown Madness 2,2000-09-21,Angel Studios,Microsoft Game Studios,Auto Racing,Rated E For Everyone,8.2,PC,78,dataset3,
Thunder Wolves,2013-05-15,Most Wanted Entertainment,bitComposer,Vertical Shoot-'Em-Up,Rated M For Mature,7.2,Xbox 360,67,dataset3,
Thunder Wolves,2013-05-15,Most Wanted Entertainment,bitComposer,Vertical Shoot-'Em-Up,Rated M For Mature,7.2,PlayStation 3,62,dataset3,
Thunder Wolves,2013-05-15,Most Wanted Entertainment,bitComposer,Vertical Shoot-'Em-Up,Rated M For Mature,7.2,PC,69,dataset3,
Conga Master Party!,2017-09-28,Rising Star Games,Rising Star Games,Party,Rated E For Everyone,6.5,Nintendo Switch,71,dataset3,
B.1.O.T.A.,2022-04-12,Small Bros,Retrovibe,Metroidvania,,,PC,71,dataset3,
007 Legends,2012-10-16,Eurocom,Activision,FPS,Rated T For Teen,4.5,Xbox 360,45,dataset3,
007 Legends,2012-10-16,Eurocom,Activision,FPS,Rated T For Teen,4.5,Wii U,tbd,dataset3,
007 Legends,2012-10-16,Eurocom,Activision,FPS,Rated T For Teen,4.5,PlayStation 3,41,dataset3,
007 Legends,2012-10-16,Eurocom,Activision,FPS,Rated T For Teen,4.5,PC,26,dataset3,
Armored Core 5,2012-03-20,From Software,Namco Bandai Games,Vehicle Combat Sim,Rated T For Teen,7.1,PlayStation 3,65,dataset3,
Armored Core 5,2012-03-20,From Software,Namco Bandai Games,Vehicle Combat Sim,Rated T For Teen,7.1,Xbox 360,68,dataset3,
Blood Bowl: Legendary Edition,2010-10-28,Cyanide,Focus Home Interactive,Football,Rated T For Teen,6.3,PC,73,dataset3,
Mount & Blade,2008-09-16,Taleworlds Entertainment,Paradox Interactive,Western RPG,Rated T For Teen,8.1,PC,72,dataset3,
MLB The Show 19,2019-03-26,Sony Interactive Entertainment,Sony Interactive Entertainment,Baseball Sim,Rated E For Everyone,7.4,PlayStation 4,86,dataset3,
The Blockheads,2013-01-10,Majic Jungle Software,Majic Jungle Software,Sandbox,,5.0,iOS,83,dataset3,
Star Wars: Demolition,2000-11-19,"Luxoflux, Inc.",LucasArts,Vehicle Combat Sim,Rated T For Teen,5.3,Dreamcast,67,dataset3,
Star Wars: Demolition,2000-11-19,"Luxoflux, Inc.",LucasArts,Vehicle Combat Sim,Rated T For Teen,5.3,PlayStation,63,dataset3,
Pro Evolution Soccer 2016,2015-09-15,Konami,Konami,Soccer Sim,Rated E For Everyone,7.2,Xbox One,85,dataset3,
Pro Evolution Soccer 2016,2015-09-15,Konami,Konami,Soccer Sim,Rated E For Everyone,7.2,Xbox 360,tbd,dataset3,
Pro Evolution Soccer 2016,2015-09-15,Konami,Konami,Soccer Sim,Rated E For Everyone,7.2,PlayStation 4,87,dataset3,
Pro Evolution Soccer 2016,2015-09-15,Konami,Konami,Soccer Sim,Rated E For Everyone,7.2,PC,76,dataset3,
Pokemon Sword / Shield: The Isle of Armor,2020-06-17,Game Freak,The Pokemon Company,Trainer RPG,Rated E For Everyone,5.3,Nintendo Switch,69,dataset3,
Syphon Filter 3,2001-11-06,Sony Bend,SCEA,Third Person Shooter,Rated M For Mature,8.4,PlayStation,73,dataset3,
Elite Forces: Unit 77,2009-04-28,Gammick Entertainment,Deep Silver,Turn-Based Strategy,Rated T For Teen,,Nintendo DS,61,dataset3,
Otomedius Excellent,2011-11-01,Konami,Konami,Horizontal Shoot-'Em-Up,Rated T For Teen,7.7,Xbox 360,48,dataset3,
Robonauts,2017-09-15,QubicGames,QubicGames,2D Platformer,Rated E For Everyone,6.5,Nintendo Switch,71,dataset3,
Robonauts,2017-09-15,QubicGames,QubicGames,2D Platformer,Rated E For Everyone,6.5,PlayStation 4,tbd,dataset3,
RICO,2019-03-12,Ground Shatter Ltd.,Rising Star Games,FPS,Rated M For Mature,6.3,PC,58,dataset3,
RICO,2019-03-12,Ground Shatter Ltd.,Rising Star Games,FPS,Rated M For Mature,6.3,Nintendo Switch,70,dataset3,
RICO,2019-03-12,Ground Shatter Ltd.,Rising Star Games,FPS,Rated M For Mature,6.3,PlayStation 4,53,dataset3,
RICO,2019-03-12,Ground Shatter Ltd.,Rising Star Games,FPS,Rated M For Mature,6.3,Xbox One,61,dataset3,
Rengoku: The Tower of Purgatory,2005-04-26,Neverland,Konami,Action Adventure,Rated M For Mature,7.4,PSP,43,dataset3,
Tour de France 2018,2018-06-28,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,6.4,PC,69,dataset3,
Tour de France 2018,2018-06-28,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,6.4,PlayStation 4,57,dataset3,
Tour de France 2018,2018-06-28,Cyanide,Focus Home Interactive,Biking,Rated E For Everyone,6.4,Xbox One,tbd,dataset3,
Lemma,2015-05-12,Evan Todd,Evan Todd,Linear Action Adventure,,7.4,PC,73,dataset3,
Gran Turismo 5 Prologue,2008-04-15,Polyphony Digital,SCEA,Auto Racing Sim,Rated E For Everyone,5.8,PlayStation 3,80,dataset3,
Relic Rush,2013-02-14,Josh Presseisen,Josh Presseisen,Adventure,,,iOS,72,dataset3,
Baten Kaitos: Eternal Wings and the Lost Ocean,2004-11-16,Monolith Soft,Namco,JRPG,Rated T For Teen,8.2,GameCube,80,dataset3,
Etrian Odyssey 3: The Drowned City,2010-09-21,Atlus,Atlus,JRPG,Rated E +10 For Everyone +10,8.4,Nintendo DS,77,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,Xbox 360,74,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,PlayStation 3,77,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,PlayStation 2,72,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,Wii,84,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,PSP,75,dataset3,
Pro Evolution Soccer 2009,2009-03-17,KCET,Konami,Soccer Sim,Rated E For Everyone,6.6,PC,79,dataset3,
Samurai Warriors: Katana,2008-01-16,Omega Force,Koei,Tactical FPS,Rated T For Teen,8.5,Wii,53,dataset3,
Turok,2008-02-05,Propaganda Games,Touchstone,FPS,Rated M For Mature,6.1,Xbox 360,69,dataset3,
Turok,2008-02-05,Propaganda Games,Touchstone,FPS,Rated M For Mature,6.1,PlayStation 3,67,dataset3,
Turok,2008-02-05,Propaganda Games,Touchstone,FPS,Rated M For Mature,6.1,PC,65,dataset3,
Pokemon HeartGold Version,2010-03-14,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,9.2,Nintendo DS,87,dataset3,
Undying,2023-12-07,Vanimals,Skystone Games,Survival,,7.4,PC,74,dataset3,
Genesis Rising: The Universal Crusade,2007-03-20,Metamorf Studios,DreamCatcher Interactive,Real-Time Strategy,Rated T For Teen,3.3,PC,57,dataset3,
Arc the Lad Collection,2002-04-18,ARC Entertainment,Working Designs,Compilation,Rated T For Teen,7.8,PlayStation,78,dataset3,
Q*bert (1999),2000-11-30,Artech Digital Entertainment,Hasbro Interactive,Arcade,Rated E For Everyone,6.5,Dreamcast,58,dataset3,
Death Road to Canada,2018-05-08,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,PC,73,dataset3,
Death Road to Canada,2018-05-08,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,iOS,91,dataset3,
Death Road to Canada,2018-05-08,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,Xbox One,77,dataset3,
Death Road to Canada,2018-05-08,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,PlayStation 4,78,dataset3,
Death Road to Canada,2018-05-08,Rocketcat Games,UKIYO PUBLISHING LIMITED,Top-Down Shoot-'Em-Up,Rated T For Teen,7.4,Nintendo Switch,79,dataset3,
Dragon Age 2,2011-03-08,BioWare,Electronic Arts,Action RPG,Rated M For Mature,4.7,Xbox 360,79,dataset3,
Dragon Age 2,2011-03-08,BioWare,Electronic Arts,Action RPG,Rated M For Mature,4.7,PC,82,dataset3,
Dragon Age 2,2011-03-08,BioWare,Electronic Arts,Action RPG,Rated M For Mature,4.7,PlayStation 3,82,dataset3,
Rayman Adventures,2015-12-03,Ubisoft,Ubisoft,2D Platformer,,6.6,iOS,73,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,PlayStation 5,76,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,PC,76,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,Xbox Series X / S,81,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,PlayStation 4,tbd,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,Xbox One,tbd,dataset3,
MotoGP 22,2022-04-21,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Rated E For Everyone,5.4,Nintendo Switch,tbd,dataset3,
Jagged Alliance: Rage!,2018-12-06,HandyGames,HandyGames,Turn-Based Tactics,Rated M For Mature,3.1,PlayStation 4,54,dataset3,
Jagged Alliance: Rage!,2018-12-06,HandyGames,HandyGames,Turn-Based Tactics,Rated M For Mature,3.1,Xbox One,64,dataset3,
Jagged Alliance: Rage!,2018-12-06,HandyGames,HandyGames,Turn-Based Tactics,Rated M For Mature,3.1,PC,59,dataset3,
Dementium Remastered,2015-12-03,Renegade Kid,Renegade Kid,Survival,Rated M For Mature,5.4,Nintendo 3DS,57,dataset3,
Dementium Remastered,2015-12-03,Renegade Kid,Renegade Kid,Survival,Rated M For Mature,5.4,Nintendo Switch,tbd,dataset3,
Banished,2014-02-18,Shining Rock Software,Shining Rock Software,Management,,8.1,PC,73,dataset3,
SoulCalibur 2,2003-08-27,Namco,Namco,3D Fighting,Rated T For Teen,8.7,PlayStation 2,92,dataset3,
SoulCalibur 2,2003-08-27,Namco,Namco,3D Fighting,Rated T For Teen,8.7,GameCube,93,dataset3,
SoulCalibur 2,2003-08-27,Namco,Namco,3D Fighting,Rated T For Teen,8.7,Xbox,92,dataset3,
Bejeweled Blitz Live,2011-02-23,Torpex Games LLC,PopCap,Matching Puzzle,Rated E For Everyone,7.5,Xbox 360,68,dataset3,
Accel World vs. Sword Art Online: Millennium Twilight,2017-07-07,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,6.0,PC,tbd,dataset3,
Accel World vs. Sword Art Online: Millennium Twilight,2017-07-07,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,6.0,PlayStation 4,64,dataset3,
Accel World vs. Sword Art Online: Millennium Twilight,2017-07-07,Artdink,Bandai Namco Games,Action RPG,Rated T For Teen,6.0,PlayStation Vita,tbd,dataset3,
Run Roo Run,2012-01-12,5TH Cell,5TH Cell,2D Platformer,,6.5,iOS,82,dataset3,
SingStar Pop Vol. 2,2008-09-23,SCEE London Studio,SCEA,Rhythm,Rated T For Teen,,PlayStation 2,70,dataset3,
Dragon Ball Z: Buu's Fury,2004-09-14,Webfoot Technologies,Atari SA,Action RPG,Rated E For Everyone,8.2,Game Boy Advance,62,dataset3,
Lumines Plus,2007-02-27,Q Entertainment,Buena Vista Games,Matching Puzzle,Rated E For Everyone,,PlayStation 2,73,dataset3,
Metroid: Zero Mission,2004-02-09,Nintendo,Nintendo,Metroidvania,Rated E For Everyone,9.1,Game Boy Advance,89,dataset3,
Alien Front Online,2001-08-09,Sega,Sega,Third Person Shooter,Rated T For Teen,7.7,Dreamcast,76,dataset3,
Death Jr.: Root of Evil,2008-05-27,Backbone Entertainment,Eidos Interactive,3D Platformer,Rated T For Teen,7.9,Wii,71,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,Xbox Series X / S,47,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,PlayStation 5,51,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,PC,38,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,Nintendo Switch,36,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,Xbox One,tbd,dataset3,
Balan Wonderworld,2021-03-26,Balan Company,Square Enix,3D Platformer,Rated E +10 For Everyone +10,5.2,PlayStation 4,44,dataset3,
RollerCoaster Tycoon 3,2004-10-26,Frontier Developments,Atari SA,Tycoon,Rated E For Everyone,5.1,PC,81,dataset3,
RollerCoaster Tycoon 3,2004-10-26,Frontier Developments,Atari SA,Tycoon,Rated E For Everyone,5.1,iOS,80,dataset3,
TENS!,2020-11-05,Kwalee Ltd,Kwalee Ltd,Puzzle,Rated E For Everyone,,Nintendo Switch,76,dataset3,
Exorder,2018-03-19,Solid9 Studio,No Gravity Games,Turn-Based Tactics,,,PC,60,dataset3,
Exorder,2018-03-19,Solid9 Studio,No Gravity Games,Turn-Based Tactics,,,Nintendo Switch,53,dataset3,
Naruto to Boruto: Shinobi Striker,2018-08-31,Soleil Ltd.,Bandai Namco Games,3D Fighting,Rated T For Teen,5.9,PlayStation 4,61,dataset3,
Naruto to Boruto: Shinobi Striker,2018-08-31,Soleil Ltd.,Bandai Namco Games,3D Fighting,Rated T For Teen,5.9,PC,66,dataset3,
Naruto to Boruto: Shinobi Striker,2018-08-31,Soleil Ltd.,Bandai Namco Games,3D Fighting,Rated T For Teen,5.9,Xbox One,60,dataset3,
Metroid Prime 2: Echoes,2004-11-15,Retro Studios,Nintendo,FPS,Rated T For Teen,8.9,GameCube,92,dataset3,
Naruto: Clash of Ninja Revolution 2,2008-10-21,Eighting,Tomy Corporation,3D Fighting,Rated T For Teen,8.1,Wii,72,dataset3,
The Last Guy,2008-08-28,SCE Japan Studio,SCEA,Action Adventure,Rated E +10 For Everyone +10,6.5,PlayStation 3,77,dataset3,
1080: Avalanche,2003-12-01,Nintendo,Nintendo,Skiing,Rated E For Everyone,7.7,GameCube,73,dataset3,
